,text,label
458,im definitely feeling festive,1
459,i feel burdened by her presence,0
460,i still feel a little dazed and have that sort of disbelieving feeling of oh my god,2
461,i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,1
462,i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1
463,i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,1
464,i am feeling more energetic more alive happier than i have in a long time,1
465,i feel really pathetic confronted with some,0
466,i feel there are d0ous games or activities,0
467,i feel a world class player in the benzema mould would be fantastic,1
468,i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,0
469,i feel could be unpleasant is layered with 1 healing forgiveness and the expectation that things will turn out well,0
470,im feeling gloomy as i have completed nothing though im supposed to complete many things,0
471,i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,1
472,i 1 the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,1
473,i overhear the victory tune on some geeks ringtone i feel triumphant,1
474,i 1 children s literature authors who don t feel the need to dumb down things for kids,0
475,i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,0
476,i do feel that they are greedy and money hungry absolutely,0
477,i feel so fucked up now i want to shut myself up,0
478,i feel very passionate about a certain topic i 1 backing up my position with actual knowledge and facts instead of relying solely on opinions,1
479,i feel like today is way suffering than the exam day which we have to open books everytime we went home,0
480,i feel 2d by how down it makes me,2
481,i woke up the morning of our hike feeling jubilant,1
482,i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,1
483,i feel miserable on the inside but on the outside i just like i,0
484,i must find a way to accept these limitations until they are older without feeling held back or resentful,0
485,i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,1
486,i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,0
487,i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,1
488,i really like how the special edition really does feel special with songs on it,1
489,i feel as if i must blog constantly for all my loyal fans the baker thia sandwich the scruncher and of course mini t rex,1
490,im currently feeling way fucked up with the mother tongue paper,0
491,i feel your innocent 1,1
492,i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,1
493,i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,1
494,i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,1
495,i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,1
496,i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,1
497,i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,1
498,i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,2
499,i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,1
500,i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom,2
501,i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,0
502,i feel tortured and tragic enough as it is without having any importance or sparkle,0
503,i feel selfish thinking this way but i feel so lonely at times,0
504,i feel drained of energy,0
505,i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,1
506,i am feeling pretty stinkin shitty for being such a horrible reviewer,0
507,i feel helpless about it,0
508,i was feeling awful on sunday,0
509,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,2
510,i just woke up from my nap and i feel extremely agitated and grumpy,2
511,ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,0
512,i feel lonely at work im not a social bird as i usually am when i was in school,0
513,i 1 comments so feel free to post one,1
514,i feel intimidated by the great women in my family tree,2
515,i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,1
516,i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,0
517,i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,0
518,i feel like i have been rather unkind to it,0
519,i was not feeling submissive,0
520,i do feel a bit obnoxious it is definately the weather,0
521,i says pressing his torso against siwons and bringing their faces close enough that he can feel siwons agitated breath,0
522,i had been indifferent to tell the feelings and words i had treasured ever since the feeling start to bloom are one of the moments i want to keep,1
523,i feel hes being very casual with my entire future,1
524,i was still feeling strong but i missed a couple lifts,1
525,i sat on my couch for several hours feeling pretty low,0
526,i checked on you was a long time ago i can say you were 1 way back then feeling contented with everyone and everything around you,1
527,i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,1
528,i hate the expectation that i must need a man in my life to feel worthwhile or valued,1
529,i did feel that loving kindness allow us to think and feel how our conscious and how we interact with various things in the body and mind,1
530,i feel completely blessed to be a part of this group,1
531,im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel 1ly without oils,1
532,im afraid im in an environment that makes me feel more relaxed cause,1
533,i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,2
534,i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,2
535,i can feel but i cant touch you said my 1 was a bit too much i wont deny it broke my heart cant find no crush so why dont you come on back home,0
536,i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,0
537,i even remember trying them on last year and feeling crappy because i was nowhere near closing them,0
538,i broke my uncles radio player accidentally and so i 2ed that he was going to cut me off from going to his house as well as playing it again,2
539,i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays,1
540,i was feeling impatient and took pills,0
541,i feel carefree and weightless and yet worried and grounded all at the same time,1
542,i feel he is sincere and repentant for his past opposition to civil rights,1
543,i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,0
544,i only have a few things on my list i feel super guilty and can t relax,1
545,i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,2
546,i feel like i am really valuable to him,1
547,i feel like my go to emotion is angry,0
548,ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,0
549,i is feeling insulted because everyone is comparing sneha with her,0
550,i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life,1
551,i feel as if the leaders of countries do not depict the people of their countries because for the 1 of god i hope no one thought at all i was in any way supportive or like george w,1
552,i was feeling really horny all afternoon with no one to fulfill ma sexual desire and only had my bed and creative thoughts to help me out and not forgetting my handss which aahhh work like magic,1
553,i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,0
554,i giggle nervously when i feel threatened,2
555,i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,0
556,i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,0
557,i feel hated loathed,0
558,i picked up feeling a little apprehensive,2
559,ive been feeling very numb,0
560,im feeling every bit the spiteful vindictive bitch i can be at times,0
561,i got a feeling by the look in her eyes that she was sincere,1
562,i feel assured that my mind is not one,1
563,i feel that is very unfortunate that i dont own the soundtrack,0
564,i can t believe it i feel so nervous but my father reassures me that there is nothing to be nervous about which only makes me more nervous,2
565,i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,2
566,i didn t think that it would come that fast or would come at all but i suppose it is because i feel cranky today,0
567,i have the feeling that im going to be stubborn about it,0
568,i feel lonely and lost,0
569,i would feel empty,0
570,i start to feel agitated lacking in patience and just down right cranky,0
571,i know its easy to twist things to create an explanation and im still not sure i have one but it did help me to feel a little less mad,0
572,i am so feeling so rich and yup i know i am so blessed,1
573,i didnt tell you because i didnt want you to feel afraid,2
574,i 1 some of it the media coverage but sometime i feel they put an ugly picture,0
575,i feel as though i am being a little neglectful of my fellow bloggers,0
576,i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid,2
577,i cant believe the moment where i feel the most useful is when im washing the dishes,1
578,i feel distressed music on my mind rewrite fma op,2
579,im feeling quite lonely here now and its only monday of half term,0
580,i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,0
581,i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,1
582,i feel horrible because i feel horrible made worse by the fact that i havent gotten to workout,0
583,i would hate to be bit imagine if the secretary is feeling irritable that day eh,0
584,i feel it and im un1,0
585,i feel like they take time to care for their flowers and are wonderfully loyal to their hive,1
586,i remember feeling amazed,2
587,i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,1
588,i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,1
589,i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,1
590,i feel like it would be too clever and get into a ton of things all the time,1
591,i know shes right because i feel more energetic awake patient and 1 when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,1
592,i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,0
593,i hated that when i got drunk the whole next day was spent sleeping and feeling groggy,0
594,i 1 the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,1
595,i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,2
596,i feel agitated and the result is not pleasant the opposite of calm and peaceful,0
597,i feel so honored that students come to my classes,1
598,i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,1
599,i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,1
600,i feel very rich very blessed very joyful,1
601,i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,2
602,i truly feel but its somehow not enough for me to hate him or to get mad,0
603,i remember feeling uncertain about myself when i was young and especially when i became a teenager,2
604,i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,0
605,i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,0
606,i was feeling rebellious so i ate it,0
607,i do feel agitated restless or on edge quite often,0
608,i feel uncomfortable using the word awesome but this idea actually is,2
609,im feeling rather pleased with myself tonight because i did that,1
610,i feel like this leads me to be not as gentle and kind as i should be,1
611,i feel like i should have actively hated every single second rather than just borne it all,0
612,im feeling indecisive and it scares me,2
613,i feel a violent tug at my eye socket,0
614,i feel so carefree nowwwwww,1
615,i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,2
616,i was left feeling discouraged and hopeless once again,0
617,i feel that this is going to get very messy to get fixed and back on the road again,0
618,i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,0
619,i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,1
620,i was tempted to feel a little bitter but then i saw this,0
621,i feel kind of insecure here anyways back to doha,2
622,i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,2
623,i feel about strange brew,2
624,i feel quite strongly that students should be punished due to how well or badly they have faired compared to a completely unrelated group of people,0
625,i want to have a job where i am permanent and where i feel like i am valued,1
626,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is 1,1
627,i will actually feel comfortable speaking to others in just japanese i feel pretty 1 about my current progress,1
628,i learned about different things like how family plan the arrangements and even how real the pain can feel when a 1d one passes on,1
629,i feel at least dating them would not be in vain,0
630,i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,1
631,i do not feel un1 miserable wretched glum gloomy forelorn or heartbroken,0
632,i really am feeling horribly irritable and a little bit depressed,0
633,i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,1
634,i feel more confident about this team right now than i did four hours ago,1
635,i simply said how sorry i am and just got out from her car and got into my house feeling restless,2
636,ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,2
637,i feel have a fabulous birding weekend everyone,1
638,i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,2
639,im feeling rushed and like i should have planned certain things this summer that i can no longer do,0
640,i feel that cold breeze,0
641,i try to breathe in when i feel frustrated and breathe out the calm that i desire,0
642,i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,1
643,i knew where things was headed but that didnt really prepare me for the heartbreak even i would feel my heart broke for danielle and all other military wives that have had to go thru losing their husband trying to protect our country,0
644,i suddenly feel a lot smarter and more talented than i did last night,1
645,i get into what it actually does i feel like everyone should buy it just because it smells amazing,1
646,i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,1
647,i feel heartless now feeling bored and not believe in 1 anymore,0
648,i ended up shoeless making me feel even more vulnerable and slowing me down further,2
649,i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a d0ous business,0
650,i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,1
651,i feel lonely few days before my birthday,0
652,i feel like i captured all his sweet looks,1
653,i had envisioned and intended im just feeling unsure whether i got that vision and intention right,2
654,i feel like i need cute pictures to share,1
655,i was feeling so low about myself,0
656,i feel really angry sometimes because for the 1 of god havent we been through enough,0
657,i feel sorry for rafael bosch,0
658,i hope for is that those certain people can attend to more important things in their lives but still come back to blogging if they feel they missed blogging,0
659,i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,1
660,i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,1
661,i begin to feel unpleasant about anime fandom in general,0
662,i feel tender and disoriented,1
663,i am feeling really carefree and today was really carefree,1
664,i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,0
665,im feeling cranky and horrible,0
666,im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,1
667,i feel troubled because of the ongoing relocation of our front door,0
668,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,1
669,i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,1
670,im feeling a combination of terrified and relieved,2
671,i really feel i was wronged as a patient,0
672,i feel that gulam ali is even more talented than many other classical singers,1
673,i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,1
674,i think we all feel very passionate about our favorite workout gear and i 1 seeing what other people 1 need have to have can t live without so i am hoping you will share your favorites in the comments,1
675,i feel strange with it because it started to be sale,2
676,i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,2
677,i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,2
678,i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,0
679,i feel like i was a rude ass hole at hookah,0
680,i feel for my be1d that is reciprocated,1
681,i feel heartbroken for bryan,0
682,i feel like i had fake everything,0
683,i would feel differently if i believed that the leaders were perfectly truthful,1
684,i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,1
685,i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,0
686,i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,1
687,i feel disgusted when need to act cute like the actions of gwiyomi,0
688,i said i feel incredibly thankful on the whole,1
689,i feel inspired and eager to press on when the sun shines,1
690,im just hoping i can walk by then because my thighs are not feeling at all friendly today,1
691,i was feeling nervous sure just like anyone else would be in my position,2
692,i was older i might not feel as frightened about spending the time i have left alone,2
693,i must say that i feel that i accepted something of a poisoned chalice,1
694,im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,0
695,im feeling generous ill give you a story as well,1
696,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,1
697,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,1
698,i feel numb right now i thought i was feeling angry but now i dont know i dont feel anything should i be sad should i be 1 or angry i dont know how to feel anymore,0
699,i just feel so discontent about my life these days,0
700,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is 1 and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,0
701,i feel truly impatient that this is taking so long,0
702,i want to say how i want to feel just come out so bitter and angry,0
703,i know what it feels like to face irate customers,0
704,i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,0
705,im feeling fine,1
706,i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,0
707,im feeling quite pleased this week,1
708,i still feel shaky is because in the worst hit areas the damage and destruction is so complete,2
709,i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,0
710,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,1
711,im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,0
712,i am feeling hopeful and looking forward once again,1
713,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,2
714,i feel uncertain and uneasy,2
715,i feel so comfortable around him,1
716,i feel privileged having the opportunity to be a part of it all,1
717,i feel nervous about going back to america not knowing what to expect the transition to be like,2
718,i started to feel kind of skeptical about this myself,2
719,i 1 this little boy and sometimes i feel how inadequate i am as a parent to him,0
720,i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,0
721,i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,0
722,i feel sad and discouraged,0
723,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,1
724,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,1
725,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,2
726,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,1
727,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,2
728,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,1
729,im feeling agitated and pour more brandy on my coffee,2
730,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,1
731,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,1
732,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,1
733,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,1
734,i feel like i shouldn t be that amazed with a degree in biology i was blown away,2
735,is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,1
736,i feel very un1 and incomplete,0
737,i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so 1ly to me,1
738,i feel that something wonderful is going to happen,1
739,i feel rejected and unwanted,0
740,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,1
741,i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,1
742,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,0
743,i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,1
744,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,1
745,i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,1
746,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,1
747,i sense this is wat has let you feeling unsure,2
748,i am feeling very apprehensive about the future at the moment,2
749,i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,2
750,i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,2
751,i sometimes feel resentful that this has come into our lives at this time,0
752,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,1
753,i sometimes feel disheartened when i realise just how far from my own culture i am,0
754,im so overwhelmed with feeling blessed by you i have to pray the 2s of this being the last time i say 1 birthday to you,1
755,i feel very popular and also a little pressure to keep it up which is exactly what i need,1
756,i feel hopeless and out of control,0
757,i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,0
758,i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,0
759,i dont feel inhibited and i can work out my problems,0
760,i took a chance and kept crying in hopes she might feel benevolent,1
761,i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,0
762,im feeling melancholy with all the back to school stuff today,0
763,i begin to have these doubts my stomach clenches my heart races and i feel 2ful,2
764,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,1
765,i feel like i have been really cranky at school these days,0
766,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,1
767,i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,1
768,i walia feels suspicious about tarun and bani,2
769,i do not feel like i am hostile toward others just that i fail to be nice to them,0
770,i feel glad to have my little blog to share with you the d0s i see on the path ahead,1
771,i wake up feeling cranky and out of sorts,0
772,i say that i feel like im being tortured by him,0
773,i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,0
774,im feeling a bit cranky today,0
775,i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,0
776,i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,1
777,i had then these were truly terrifying and still feel shaken and uneasy because of them,2
778,i begin to feel burdened by things amp long to be empty again,0
779,i write on this space i feel quite nostalgic and my mind races back to the good old days when i used this as a daily haven to park my learnings and memories,1
780,i feel so numb f,0
781,i sit here tonight i m pensive tense and feeling a little 2ful,2
782,i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,1
783,i feel more joy and anticipation of all that is my divine right,1
784,i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,2
785,i feel thrilled to be able to investigate my own personal mythology around this subject,1
786,i feel creative right now and it makes me 1,1
787,i could wear on a casual shopping trip to feel fabulous without even trying,1
788,i want others to be 1 but does that mean i step back yet again it feels like and allow them to be 1 because they deserve it or do they even deserve it or do i,1
789,i am limiting myself to what i can reasonably do without causing greater injury but i have to do some sort of physical exercise or i start to feel horrible about myself,0
790,i would always feel amazed at how impacted these and year olds were by this subject,2
791,i feel so lucky to live in portland land of delicious food,1
792,i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,0
793,i didnt feel the cold up there because we had a fire every night,0
794,im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,0
795,i folk if im feeling sociable,1
796,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,1
797,i started to feel discouraged at the thought of being there more than one day,0
798,i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,1
799,im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,0
800,i feel like ive been in a more innocent version of a one night stand,1
801,i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,0
802,i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,0
803,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,0
804,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,2
805,i feel like ive got a handle on trusting my instincts,1
806,i feel so complacent and start thinking that i am so smart,1
807,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,2
808,i feel if journalists then blamed me,0
809,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,2
810,i put my leg around yours and wrap my arms under yours for me to feel safe again,1
811,i feel more loyal to lucy,1
812,i feel like im not pretty enough like my personality is too boring and obnoxious,0
813,i am so relieved and excited and i feel confident again,1
814,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,1
815,i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,0
816,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,0
817,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,0
818,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,0
819,i feel more clever,1
820,i was feeling remorseful about my breakfast and so i took a diet pill,0
821,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,0
822,i do not know what my next steps are but i no longer feel lost,0
823,i have been feeling awful,0
824,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,1
825,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,2
826,i hate the moment when i completely feel perfect with people around me whom i 1 the most suddenly disappear,1
827,i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,0
828,im known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,1
829,i feel really tranquil where i am right now,1
830,i feel impatient yet i am not fully sure what i am searching for,0
831,i was on my own tearful and feeling un1d even though i know that i am,0
832,i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,1
833,i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,0
834,i was starting to feel a little stressed,0
835,i have to admit i am feeling a bit intimidated by the challenge of,2
836,i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,2
837,i feel ashamed to have not read it yet,0
838,i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,0
839,i woke up on a beautiful sunday morning feeling restless and miserable,2
840,i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,0
841,i dont need to wear a mask because at this moment i can show all my feelings to my be1d without missgivings,1
842,i couldn t turn my head away even when i feel frightened,2
843,i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,1
844,i feel fine e terminando com eight days a week um ano depois,1
845,i feel the most uncertain about the project,2
846,i feel vital full of energy every day and super positive,1
847,i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,0
848,i mean how would you feel if euan got hauled in for murder but you knew he was innocent,1
849,i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,1
850,i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,0
851,i don t feel that talented at impacting how things end up at the moment,1
852,i find myself feeling 1 more and more and it feels so very good,1
853,i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,1
854,im feeling particularly d0ous a chocolate cookie,0
855,im feeling ok and always has a hand on me or sits very close,1
856,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,1
857,i feel like an innocent victim i feel that i just can t win,1
858,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,0
